FILE NUMBER,OFFENSE DATE,OFFENSE TIME,CRIME,COMMITTED,OFFENSE,OFFENSE DESCRIPTION,FULL ADDRESS,ADDRESS NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,CITY,STATE,ZIP CODE,DISTRICT,ZONE,SUBZONE,COMPLETE DISTRICT,COUNCIL DISTRICT,CRIME PREVENTION DISTRICT,GEOLOCATION
1900111315,11/03/2019,1741,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,2276 GOUDCHAUX ST,2276,,GOUDCHAUX,ST,BATON ROUGE,LA,70807,4,C,1,4C1,10,NONE,"2276 GOUDCHAUX ST
BATON ROUGE, LA
(30.510927, -91.168898)"
1900111277,11/03/2019,1404,BATTERY,COMMITTED,13:35.3,DOMESTIC ABUSE BATTERY/CC,3812 MOHICAN ST,3812,,MOHICAN,ST,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"3812 MOHICAN ST
BATON ROUGE, LA 70805
(30.484707, -91.151183)"
1900111399,11/03/2019,1800,VEHICLE BURGLARY,COMMITTED,14:62/CD,BURG/AUTO UNDER $50,550 LEE DR,550,,LEE,DR,BATON ROUGE,LA,70808,2,E,2,2E2,12,NONE,"550 LEE DR
BATON ROUGE, LA 70808
(30.399955, -91.154217)"
1900111110,11/03/2019,0133,NUISANCE,COMMITTED,13:59,CRIM MISCHIEF/CC,8235 SCENIC HW,8235,,SCENIC,HW,BATON ROUGE,LA,70807,4,B,1,4B1,2,NONE,"8235 SCENIC HW
BATON ROUGE, LA 70807
(30.522411, -91.180319)"
1900111129,11/03/2019,0000,OTHER,COMMITTED,14:62.2,BURGLARY/S INHAB DWELLING,650 W MC KINLEY ST,650,W,MC KINLEY,ST,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"650 W MC KINLEY ST
BATON ROUGE, LA
(30.42366, -91.184673)"
,11/03/2019,1752,JUVENILE,COMMITTED,14:93.2.1,CHILD DESERTION,,,,,,,,70815,,,,,6,NONE,
1900110751,11/03/2019,1130,THEFT,COMMITTED,14:67/AR,THEFT AUTO/RECOVERY ONLY,801 HARDING BL,801,,HARDING,BL,BATON ROUGE,LA,70807,4,A,1,4A1,10,NONE,"801 HARDING BL
BATON ROUGE, LA 70807
(30.520387, -91.186519)"
1900111364,11/03/2019,1833,BATTERY,COMMITTED,14:35.3,DOMESTIC ABUSE BATT,2021 CHESTNUT ST,2021,,CHESTNUT,ST,BATON ROUGE,LA,70802,1,A,3,1A3,10,NONE,"2021 CHESTNUT ST
BATON ROUGE, LA 70802
(30.464945, -91.168883)"
1900111116,11/03/2019,0140,NUISANCE,COMMITTED,13:63.3,ENT/REM AFTER FORB/CC,6305 AIRLINE HW,6305,,AIRLINE,HW,BATON ROUGE,LA,70805,4,F,2,4F2,5,NONE,"6305 AIRLINE HW
BATON ROUGE, LA 70805
(30.49723, -91.127495)"
1900111325,11/03/2019,1740,THEFT,COMMITTED,14:67/BI,THEFT $50-$200 ALL OTHER,3680 PLANK RD,3680,,PLANK,RD,BATON ROUGE,LA,70805,4,G,2,4G2,7,NONE,"3680 PLANK RD
BATON ROUGE, LA 70805
(30.482067, -91.159283)"
1900111327,11/03/2019,1827,INDIVIDUAL ROBBERY,COMMITTED,14:65,ROBB/SIMPLE,1000 GOVERNMENT ST,1000,,GOVERNMENT,ST,BATON ROUGE,LA,70802,5,A,1,5A1,10,NONE,"1000 GOVERNMENT ST
BATON ROUGE, LA 70802
(30.443471, -91.179512)"
1900111276,11/03/2019,1539,OTHER,COMMITTED,14:110A,SIMPLE ESCAPE,13712 GOODWOOD DR,13712,,GOODWOOD,DR,BATON ROUGE,LA,70815,3,E,3,3E3,4,NONE,"13712 GOODWOOD DR
BATON ROUGE, LA
(30.449873, -91.03242)"
1900111322,11/03/2019,1746,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,1074 N ARDENWOOD DR,1074,N,ARDENWOOD,DR,BATON ROUGE,LA,70806,1,D,1,1D1,6,MELROSE EAST,"1074 N ARDENWOOD DR
BATON ROUGE, LA
(30.459856, -91.127708)"
1900111380,11/03/2019,2147,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,1668 GAYOSA ST,1668,,GAYOSA,ST,BATON ROUGE,LA,70802,1,A,2,1A2,10,NONE,"1668 GAYOSA ST
BATON ROUGE, LA 70802
(30.454025, -91.172643)"
1900111122,11/03/2019,0230,INDIVIDUAL ROBBERY,COMMITTED,14:64,ARMED ROBBERY,2222 FLORIDA ST,2222,,FLORIDA,ST,BATON ROUGE,LA,70802,1,B,1,1B1,10,NONE,"2222 FLORIDA ST
BATON ROUGE, LA 70802
(30.450016, -91.164705)"
1900111337,11/03/2019,1908,ASSAULT,COMMITTED,14:35.3,DOMESTIC ABUSE BATTERY,332 GEBELIN ST,332,,GEBELIN,ST,BATON ROUGE,LA,70802,1,B,1,1B1,10,NONE,"332 GEBELIN ST
BATON ROUGE, LA
(30.451037, -91.158189)"
1900111276,11/03/2019,1539,OTHER,COMMITTED,14:108,RESISTING AN OFFICER,13712 GOODWOOD DR,13712,,GOODWOOD,DR,BATON ROUGE,LA,70815,3,E,3,3E3,4,NONE,"13712 GOODWOOD DR
BATON ROUGE, LA
(30.449873, -91.03242)"
1901113458,11/03/2019,1900,THEFT,COMMITTED,13:67,THEFT/MISD/CC,642 STARING LN,642,,STARING,LN,BATON ROUGE,LA,70810,2,E,4,2E4,12,NONE,"642 STARING LN
BATON ROUGE, LA 70810
(30.377764, -91.117504)"
1900111276,11/03/2019,1807,OTHER,COMMITTED,14:103,DIST/PEACE,13712 GOODWOOD DR,13712,,GOODWOOD,DR,BATON ROUGE,LA,70815,3,E,3,3E3,4,NONE,"13712 GOODWOOD DR
BATON ROUGE, LA 70815
(30.449873, -91.03242)"
1901113458,11/03/2019,1900,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,642 STARING LN,642,,STARING,LN,BATON ROUGE,LA,70810,2,E,4,2E4,12,NONE,"642 STARING LN
BATON ROUGE, LA
(30.377764, -91.117504)"
1900111337,11/03/2019,1908,BATTERY,COMMITTED,14:35.3,DOMESTIC ABUSE BATT,332 GEBELIN ST,332,,GEBELIN,ST,BATON ROUGE,LA,70802,1,B,1,1B1,10,NONE,"332 GEBELIN ST
BATON ROUGE, LA
(30.451037, -91.158189)"
1900111269,11/03/2019,1238,RESIDENTIAL BURGLARY,COMMITTED,14:62.2/RNF,BURG/S/IN/DWEL/RES NIGHT FORCE,147 S 20TH ST,147,S,20TH,ST,BATON ROUGE,LA,70806,1,A,1,1A1,10,NONE,"147 S 20TH ST
BATON ROUGE, LA 70805
(30.44725, -91.168069)"
1900111322,11/03/2019,1746,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,1074 N ARDENWOOD DR,1074,N,ARDENWOOD,DR,BATON ROUGE,LA,70806,1,D,1,1D1,6,MELROSE EAST,"1074 N ARDENWOOD DR
BATON ROUGE, LA 70806
(30.459856, -91.127708)"
1900111345,11/03/2019,0700,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,675 WOODDALE BL,675,,WOODDALE,BL,BATON ROUGE,LA,70806,1,D,2,1D2,6,NONE,"675 WOODDALE BL
BATON ROUGE, LA 70806
(30.45609, -91.107023)"
1900111113,11/03/2019,0145,VEHICLE BURGLARY,COMMITTED,14:62/CD,BURG/AUTO UNDER $50,150 MAYFLOWER ST,150,,MAYFLOWER,ST,BATON ROUGE,LA,70802,5,A,1,5A1,10,NONE,"150 MAYFLOWER ST
BATON ROUGE, LA 70802
(30.440731, -91.188368)"
1900111099,11/03/2019,0112,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:55,CRIM DAM TO PROP/AGG,2946 LAUREL ST,2946,,LAUREL,ST,BATON ROUGE,LA,70802,1,B,1,1B1,10,NONE,"2946 LAUREL ST
BATON ROUGE, LA 70802
(30.451268, -91.158354)"
1900111302,11/03/2019,1612,THEFT,COMMITTED,13:67,THEFT/MISD/CC,402 GOVERNMENT ST,402,,GOVERNMENT,ST,BATON ROUGE,LA,70802,5,A,1,5A1,10,NONE,"402 GOVERNMENT ST
BATON ROUGE, LA 70802
(30.443351, -91.18635)"
1900111117,11/03/2019,0154,BATTERY,COMMITTED,13:35.3,DOMESTIC ABUSE BATTERY/CC,3700 E BROOKSTOWN DR,3700,E,BROOKSTOWN,DR,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"3700 E BROOKSTOWN DR
BATON ROUGE, LA 70817
(30.484289, -91.128064)"
1900111600,11/04/2019,1554,NARCOTICS,COMMITTED,40:966,POSS/DIST MANF CULT SCHED I,8700 SCOTLAND AV,8700,,SCOTLAND,AV,BATON ROUGE,LA,70807,4,B,1,4B1,2,NONE,"8700 SCOTLAND AV
BATON ROUGE, LA 70805
(30.526161, -91.180153)"
1900111740,11/04/2019,2300,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,4100 NICHOLSON DR,4100,,NICHOLSON,DR,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"4100 NICHOLSON DR
BATON ROUGE, LA 70820
(30.400515, -91.180798)"
1900111803,11/04/2019,1800,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,845 W GARFIELD DR,845,W,GARFIELD,DR,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"845 W GARFIELD DR
BATON ROUGE, LA 70802
(30.422241, -91.186665)"
1900068694,11/04/2019,1015,THEFT,COMMITTED,14:67/AR,THEFT AUTO/RECOVERY ONLY,918 N 37TH ST,918,N,37TH,ST,BATON ROUGE,LA,70802,4,B,3,4B3,7,NONE,"918 N 37TH ST
BATON ROUGE, LA 70805
(30.456801, -91.152706)"
1900111489,11/04/2019,0800,VEHICLE BURGLARY,COMMITTED,14:62/BD,BURG/AUTO $50 - $200,5959 BURBANK,5959,,BURBANK,,BATON ROUGE,LA,70820,2,C,1,2C1,3,NONE,"5959 BURBANK
BATON ROUGE, LA 70815
(30.389291, -91.158812)"
1900111718,11/04/2019,2030,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,11585 N HARRELL'S FERRY RD,11585,N,HARRELL'S FERRY,RD,BATON ROUGE,LA,70816,3,E,5,3E5,8,NONE,"11585 N HARRELL'S FERRY RD
BATON ROUGE, LA 70816
(30.432412, -91.053662)"
1900105638,11/04/2019,1426,NUISANCE,COMMITTED,13:59,CRIM MISCHIEF/CC,5958 CADILLAC ST,5958,,CADILLAC,ST,BATON ROUGE,LA,70811,,,,,5,NONE,"5958 CADILLAC ST
BATON ROUGE, LA 70811
(30.518084, -91.128636)"
1900111762,11/04/2019,2354,OTHER,COMMITTED,14:79,VIOL OF PROTECTIVE ORDERS,1925 N 3RD ST,1925,N,3RD,ST,BATON ROUGE,LA,70802,1,A,3,1A3,10,NONE,"1925 N 3RD ST
BATON ROUGE, LA 70802
(30.463154, -91.188299)"
1900103814,11/04/2019,1232,THEFT,COMMITTED,14:67/AR,THEFT AUTO/RECOVERY ONLY,9695 HOOPER RD,9695,,HOOPER,RD,BATON ROUGE,LA,70812,3,E,1,3E1,5,NONE,"9695 HOOPER RD
BATON ROUGE, LA
(30.536032, -91.080384)"
1900105638,11/04/2019,1426,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,5958 CADILLAC ST,5958,,CADILLAC,ST,BATON ROUGE,LA,70811,,,,,5,NONE,"5958 CADILLAC ST
BATON ROUGE, LA 70811
(30.518084, -91.128636)"
1900111446,11/04/2019,0703,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,5455 AIRLINE HW,5455,,AIRLINE,HW,BATON ROUGE,LA,70805,4,D,2,4D2,5,NONE,"5455 AIRLINE HW
BATON ROUGE, LA 70805
(30.506742, -91.136228)"
1900111397,11/04/2019,0020,NUISANCE,COMMITTED,13:59,CRIM MISCHIEF/CC,550 LEE DR,550,,LEE,DR,BATON ROUGE,LA,70808,2,E,2,2E2,12,NONE,"550 LEE DR
BATON ROUGE, LA
(30.399955, -91.154217)"
1900111521,11/04/2019,1052,OTHER,COMMITTED,13:63,CRIMINAL TRESSPASSING,1805 S SHERWOOD FOREST BL,1805,S,SHERWOOD FOREST,BL,BATON ROUGE,LA,70816,3,E,2,3E2,8,NONE,"1805 S SHERWOOD FOREST BL
BATON ROUGE, LA
(30.436295, -91.05733)"
1900111521,11/04/2019,1052,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,1805 S SHERWOOD FOREST BL,1805,S,SHERWOOD FOREST,BL,BATON ROUGE,LA,70816,3,E,2,3E2,8,NONE,"1805 S SHERWOOD FOREST BL
BATON ROUGE, LA
(30.436295, -91.05733)"
1900111659,11/04/2019,1813,OTHER,COMMITTED,14:79,VIOL OF PROTECTIVE ORDERS,5922 MADISON AV,5922,,MADISON,AV,BATON ROUGE,LA,70806,1,C,2,1C2,7,NONE,"5922 MADISON AV
BATON ROUGE, LA 70805
(30.468832, -91.130697)"
1900111795,11/04/2019,2140,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,4144 PRESCOTT CT,4144,,PRESCOTT,CT,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"4144 PRESCOTT CT
BATON ROUGE, LA 70805
(30.488188, -91.139576)"
1900111490,11/04/2019,0956,OTHER,COMMITTED,13:285,IMPROPER TELEPHONE COMMUNICATIONS,1324 LOURAY,1324,,LOURAY,,BATON ROUGE,LA,70808,2,E,3,2E3,12,NONE,"1324 LOURAY
BATON ROUGE, LA 70808
(30.388502, -91.124928)"
1900111641,11/04/2019,1700,OTHER,COMMITTED,14:62.3,UNAU ENTRY INHAB DWELLING,8211 ARGOSY CT,8211,,ARGOSY,CT,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"8211 ARGOSY CT
BATON ROUGE, LA
(30.428341, -91.101075)"
1900111524,11/04/2019,0030,VEHICLE BURGLARY,COMMITTED,14:62/CD,BURG/AUTO UNDER $50,1500 BRIGHTSIDE DR,1500,,BRIGHTSIDE,DR,BATON ROUGE,LA,70820,2,C,3,2C3,3,NONE,"1500 BRIGHTSIDE DR
BATON ROUGE, LA 70820
(30.387503, -91.175259)"
1900111554,11/04/2019,1242,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,1924 79TH AV,1924,,79TH,AV,BATON ROUGE,LA,70807,4,C,1,4C1,2,SOUTHERN HEIGHTS,"1924 79TH AV
BATON ROUGE, LA 70807
(30.519616, -91.17233)"
1900111594,11/04/2019,1507,THEFT,COMMITTED,14:70.4,ACCESS DEVICE FRAUD,5500 HILTON AV,5500,,HILTON,AV,BATON ROUGE,LA,70808,2,B,2,2B2,12,NONE,"5500 HILTON AV
BATON ROUGE, LA
(30.423586, -91.134025)"
1900111637,11/04/2019,1720,BATTERY,COMMITTED,13:35,BATT/SIMPLE/CC,3401 NORTH BL,3401,,NORTH,BL,BATON ROUGE,LA,70806,1,C,1,1C1,7,NONE,"3401 NORTH BL
BATON ROUGE, LA 70805
(30.448224, -91.154474)"
1900111624,11/04/2019,1650,OTHER,COMMITTED,14:62.2,BURGLARY/S INHAB DWELLING,4343 DENHAM ST,4343,,DENHAM,ST,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"4343 DENHAM ST
BATON ROUGE, LA
(30.504485, -91.149301)"
1900111655,11/04/2019,1630,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,11850 WENTLING AV,11850,,WENTLING,AV,BATON ROUGE,LA,70816,3,F,3,3F3,8,NONE,"11850 WENTLING AV
BATON ROUGE, LA 70816
(30.402609, -91.049014)"
1900111567,11/04/2019,1239,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,14:56,CRIM DAM TO PROP/SIMPLE,999 ROSENWALD RD,999,,ROSENWALD,RD,BATON ROUGE,LA,70807,4,A,2,4A2,2,NONE,"999 ROSENWALD RD
BATON ROUGE, LA 70807
(30.531368, -91.182504)"
1900111564,11/04/2019,1000,THEFT,COMMITTED,14:67/AI,THEFT OVER $200 ALL OTHER,6103 FLORIDA BL,6103,,FLORIDA,BL,BATON ROUGE,LA,70806,1,D,1,1D1,6,MELROSE EAST,"6103 FLORIDA BL
BATON ROUGE, LA 70806
(30.451296, -91.126793)"
1900111510,11/04/2019,1016,OTHER,COMMITTED,14:63,CRIM TRESPASS,2019 AMERICA ST,2019,,AMERICA,ST,BATON ROUGE,LA,70806,1,A,1,1A1,10,NONE,"2019 AMERICA ST
BATON ROUGE, LA
(30.446778, -91.16755)"
1900111579,11/04/2019,1433,OTHER,COMMITTED,14:62.2,BURGLARY/S INHAB DWELLING,5676 ROBERTSON AV,5676,,ROBERTSON,AV,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"5676 ROBERTSON AV
BATON ROUGE, LA
(30.501631, -91.142705)"
1900111523,11/04/2019,1220,THEFT,COMMITTED,14:67.15,THEFT OF A FIREARM,12531 WARWICK AV,12531,,WARWICK,AV,BATON ROUGE,LA,70815,3,E,4,3E4,4,SHERWOOD FOREST,"12531 WARWICK AV
BATON ROUGE, LA 70815
(30.444625, -91.044104)"
1900111531,11/04/2019,1130,THEFT,COMMITTED,13:67.10,THEFT/MISD/SHOPLIFTING/CC,1919 STARING LN,1919,,STARING,LN,BATON ROUGE,LA,70808,2,E,3,2E3,12,NONE,"1919 STARING LN
BATON ROUGE, LA 70809
(30.392199, -91.111084)"
1900111641,11/04/2019,1700,BATTERY,COMMITTED,14:35.2,BATT/SIM OF THE INFIRM,8211 ARGOSY CT,8211,,ARGOSY,CT,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"8211 ARGOSY CT
BATON ROUGE, LA
(30.428341, -91.101075)"
1900111855,11/04/2019,2100,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,1877 BROCADE DR,1877,,BROCADE,DR,BATON ROUGE,LA,70815,3,C,2,3C2,6,BROADMOOR,"1877 BROCADE DR
BATON ROUGE, LA 70815
(30.435298, -91.075582)"
1900111534,11/04/2019,1000,THEFT,COMMITTED,13:67,THEFT/MISD/CC,9522 BROOKLINE AV,9522,,BROOKLINE,AV,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"9522 BROOKLINE AV
BATON ROUGE, LA 70815
(30.428246, -91.082511)"
1900111488,11/04/2019,0947,THEFT,COMMITTED,14:67.15,THEFT OF A FIREARM,2490 DELTA,2490,,DELTA,,BATON ROUGE,LA,70808,2,B,1,2B1,12,NONE,"2490 DELTA
BATON ROUGE, LA 70808
(30.425733, -91.148818)"
1900111594,11/04/2019,1507,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,5500 HILTON AV,5500,,HILTON,AV,BATON ROUGE,LA,70808,2,B,2,2B2,12,NONE,"5500 HILTON AV
BATON ROUGE, LA
(30.423586, -91.134025)"
1900111642,11/04/2019,1720,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,1700 N 29TH ST,1700,N,29TH,ST,BATON ROUGE,LA,70802,1,B,2,1B2,7,NONE,"1700 N 29TH ST
BATON ROUGE, LA 70802
(30.463682, -91.159583)"
1900111714,11/04/2019,2027,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,5263 LEMONWOOD DR,5263,,LEMONWOOD,DR,BATON ROUGE,LA,70805,4,F,1,4F1,5,NONE,"5263 LEMONWOOD DR
BATON ROUGE, LA 70805
(30.497274, -91.146978)"
1900111473,11/04/2019,0800,THEFT,COMMITTED,14:72.2,MONETARY INSTRUMENT ABUSE,10755 CLETUS DR,10755,,CLETUS,DR,BATON ROUGE,LA,70815,3,E,1,3E1,6,NONE,"10755 CLETUS DR
BATON ROUGE, LA
(30.468618, -91.064187)"
1900111512,11/04/2019,1101,THEFT,COMMITTED,14:67.26,THEFT OF MOTOR VEHICLE,4401 PLANK RD,4401,,PLANK,RD,BATON ROUGE,LA,70805,4,G,1,4G1,10,NONE,"4401 PLANK RD
BATON ROUGE, LA
(30.489623, -91.156622)"
1900111601,11/04/2019,1518,THEFT,COMMITTED,13:67,THEFT/MISD/CC,1201 N FOSTER DR,1201,N,FOSTER,DR,BATON ROUGE,LA,70806,1,C,1,1C1,7,NONE,"1201 N FOSTER DR
BATON ROUGE, LA 70805
(30.460685, -91.139507)"
1900111473,11/04/2019,0800,HOMICIDE,ATTEMPTED,14:30/G,MURDER/GUN 1ST DEGREE,10755 CLETUS DR,10755,,CLETUS,DR,BATON ROUGE,LA,70815,3,E,1,3E1,6,NONE,"10755 CLETUS DR
BATON ROUGE, LA
(30.468618, -91.064187)"
1900111706,11/04/2019,2052,NARCOTICS,COMMITTED,40:966A,DIST/MANF SCH1 DRUG,2300 HIGHLAND RD,2300,,HIGHLAND,RD,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"2300 HIGHLAND RD
BATON ROUGE, LA 70802
(30.425906, -91.180094)"
1900111745,11/04/2019,2300,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,1100 BOB PETTIT BL,1100,,BOB PETTIT,BL,BATON ROUGE,LA,70820,2,C,3,2C3,12,NONE,"1100 BOB PETTIT BL
BATON ROUGE, LA 70802
(30.396322, -91.178968)"
1900111548,11/04/2019,1915,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,900 JENIFFER JEAN,900,,JENIFFER JEAN,,BATON ROUGE,LA,70808,2,C,3,2C3,12,NONE,"900 JENIFFER JEAN
BATON ROUGE, LA"
1900111746,11/04/2019,2317,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,2000 BRIGHTSIDE DR,2000,,BRIGHTSIDE,DR,BATON ROUGE,LA,70820,2,C,3,2C3,3,NONE,"2000 BRIGHTSIDE DR
BATON ROUGE, LA 70802
(30.388113, -91.180678)"
1900111548,11/04/2019,1915,OTHER,COMMITTED,C.CR.P. ART 575,FUGITIVE,900 JENIFFER JEAN,900,,JENIFFER JEAN,,BATON ROUGE,LA,70808,2,C,3,2C3,12,NONE,"900 JENIFFER JEAN
BATON ROUGE, LA 70820"
1900111706,11/04/2019,2052,FIREARM,COMMITTED,14:95E,POSS OF FIREARM W/ DRUGS,2300 HIGHLAND RD,2300,,HIGHLAND,RD,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"2300 HIGHLAND RD
BATON ROUGE, LA
(30.425906, -91.180094)"
1900111473,11/04/2019,0800,OTHER,COMMITTED,14:27,ATTEMPTED (Code Modifier),10755 CLETUS DR,10755,,CLETUS,DR,BATON ROUGE,LA,70815,3,E,1,3E1,6,NONE,"10755 CLETUS DR
BATON ROUGE, LA 70815
(30.468618, -91.064187)"
1900111621,11/04/2019,1700,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,1600 N 26TH ST,1600,N,26TH,ST,BATON ROUGE,LA,70802,1,B,2,1B2,7,NONE,"1600 N 26TH ST
BATON ROUGE, LA 70805
(30.462818, -91.162313)"
1900111473,11/04/2019,0800,INDIVIDUAL ROBBERY,ATTEMPTED,14:64,ARMED ROBBERY,10755 CLETUS DR,10755,,CLETUS,DR,BATON ROUGE,LA,70815,3,E,1,3E1,6,NONE,"10755 CLETUS DR
BATON ROUGE, LA
(30.468618, -91.064187)"
1900111693,11/04/2019,2140,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,1900 MAY ST,1900,,MAY,ST,BATON ROUGE,LA,70808,2,D,2,2D2,12,NONE,"1900 MAY ST
BATON ROUGE, LA 78085"
1900111706,11/04/2019,2052,OTHER,COMMITTED,14:108,RESISTING AN OFFICER,2300 HIGHLAND RD,2300,,HIGHLAND,RD,BATON ROUGE,LA,70802,2,C,1,2C1,10,NONE,"2300 HIGHLAND RD
BATON ROUGE, LA
(30.425906, -91.180094)"
1900111473,11/04/2019,0800,FIREARM,COMMITTED,14:94,ILL USE OF A WEAPON,10755 CLETUS DR,10755,,CLETUS,DR,BATON ROUGE,LA,70815,3,E,1,3E1,6,NONE,"10755 CLETUS DR
BATON ROUGE, LA
(30.468618, -91.064187)"
1900111631,11/04/2019,1545,NON-RESIDENTIAL BURGLARY,COMMITTED,14:62,BURGLARY/SIMPLE,12527 COURSEY BL,12527,,COURSEY,BL,BATON ROUGE,LA,70816,3,F,2,3F2,8,NONE,"12527 COURSEY BL
BATON ROUGE, LA
(30.410451, -91.037522)"
1900111634,11/04/2019,1735,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,700 N 29TH ST,700,N,29TH,ST,BATON ROUGE,LA,70802,1,B,1,1B1,7,NONE,"700 N 29TH ST
BATON ROUGE, LA 70805
(30.454614, -91.159524)"
1900112557,11/04/2019,1600,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,7801 SCENIC HW,7801,,SCENIC,HW,BATON ROUGE,LA,70807,4,C,1,4C1,10,NONE,"7801 SCENIC HW
BATON ROUGE, LA 70807
(30.519856, -91.1788)"
1900111837,11/04/2019,2200,THEFT,COMMITTED,14:68.4,UNAU USE OF MOTOR VEHICLE,3700 E BROOKSTOWN DR,3700,E,BROOKSTOWN,DR,BATON ROUGE,LA,70805,4,G,3,4G3,7,NONE,"3700 E BROOKSTOWN DR
BATON ROUGE, LA 70805
(30.484289, -91.128064)"
1900112106,11/04/2019,2225,NARCOTICS,COMMITTED,13:966,POSS MARIJUANA/CC,4300 BURBANK DR,4300,,BURBANK,DR,BATON ROUGE,LA,70808,2,C,3,2C3,12,NONE,"4300 BURBANK DR
BATON ROUGE, LA 70808
(30.400528, -91.174898)"
1900111822,11/04/2019,1800,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,13:56,CRIM DAM TO PROP/SIMPLE/CC,932 S 12TH ST,932,S,12TH,ST,BATON ROUGE,LA,70802,1,A,1,1A1,10,NONE,"932 S 12TH ST
BATON ROUGE, LA 70802
(30.439214, -91.176617)"
1900111723,11/04/2019,2139,HOMICIDE,COMMITTED,14:30.1/G,MURDER/GUN 2ND DEGREE,1679 ROSENWALD ST,1679,,ROSENWALD,ST,BATON ROUGE,LA,70807,4,B,3,4B3,2,NONE,"1679 ROSENWALD ST
BATON ROUGE, LA
(30.531561, -91.176123)"
1900111721,11/04/2019,2200,THEFT,COMMITTED,13:67,THEFT/MISD/CC,3015 MILLERVILLE RD,3015,,MILLERVILLE,RD,BATON ROUGE,LA,70816,3,F,1,3F1,8,NONE,"3015 MILLERVILLE RD
BATON ROUGE, LA 70816
(30.432649, -91.024438)"
1900111960,11/04/2019,0930,THEFT,COMMITTED,14:68.4,UNAU USE OF MOTOR VEHICLE,2627 DONALD DR,2627,,DONALD,DR,BATON ROUGE,LA,70809,3,G,4,3G4,11,NONE,"2627 DONALD DR
BATON ROUGE, LA 70809
(30.425879, -91.080409)"
1900111619,11/04/2019,1658,NUISANCE,COMMITTED,13:63.3,ENT/REM AFTER FORB/CC,1819 FLORIDA ST,1819,,FLORIDA,ST,BATON ROUGE,LA,70802,1,A,2,1A2,10,NONE,"1819 FLORIDA ST
BATON ROUGE, LA
(30.449879, -91.169522)"
1900111874,11/04/2019,1530,VEHICLE BURGLARY,COMMITTED,14:62/AD,BURG/AUTO OVER $200,1825 RAMSEY DR,1825,,RAMSEY,DR,BATON ROUGE,LA,70808,2,B,1,2B1,7,NONE,"1825 RAMSEY DR
BATON ROUGE, LA
(30.431423, -91.152122)"
